user_id,user_type,location_id,selected_category_ids
prof_7967,professional,40,1;2;4
prof_7968,professional,5,57
prof_7969,professional,52,54
prof_7970,professional,41,3;4;5
prof_7971,professional,24,27;30
prof_7972,professional,52,35;36;38;41
prof_7973,professional,8,77;80;82
prof_7974,professional,51,25;27;28;29
prof_7975,professional,56,61;64;66;67
prof_7976,professional,34,73;75
prof_7977,professional,10,58;59
prof_7978,professional,5,86;88;89;90
prof_7979,professional,40,67;68
prof_7980,professional,3,9;11
prof_7981,professional,52,48
prof_7982,professional,38,42;43;46
prof_7983,professional,47,4;6;7;8;9
prof_7984,professional,50,13;15;17
prof_7985,professional,18,75;77;78;80
prof_7986,professional,49,3;5;6;7
prof_7987,professional,15,37;40;41;42
prof_7988,professional,52,11;14
prof_7989,professional,59,60;61;62;63;64
prof_7990,professional,14,62;63;64;66
prof_7991,professional,2,12;14;15
prof_7992,professional,44,22;24;26
prof_7993,professional,39,7;9;11
prof_7994,professional,37,59;62
prof_7995,professional,12,60;62;63;65
prof_7996,professional,15,72;74
prof_7997,professional,29,15
prof_7998,professional,41,13;15;16
prof_7999,professional,45,50;52;53;55
prof_8000,professional,35,91;94;95
client_0001,client,9,
client_0002,client,8,
client_0003,client,12,
client_0004,client,4,
client_0005,client,12,
client_0006,client,11,
client_0007,client,9,
client_0008,client,14,
client_0009,client,11,
client_0010,client,11,
client_0011,client,3,
client_0012,client,13,
client_0013,client,1,
client_0014,client,5,
client_0015,client,6,
client_0016,client,13,
client_0017,client,13,
client_0018,client,4,
client_0019,client,10,
client_0020,client,5,
client_0021,client,5,
client_0022,client,13,
client_0023,client,10,
client_0024,client,12,
client_0025,client,1,
client_0026,client,11,
client_0027,client,13,
client_0028,client,5,
client_0029,client,7,
client_0030,client,13,
client_0031,client,3,
client_0032,client,6,
client_0033,client,11,
client_0034,client,14,
client_0035,client,1,
client_0036,client,14,
client_0037,client,8,
client_0038,client,13,
client_0039,client,11,
client_0040,client,15,
client_0041,client,9,
client_0042,client,6,
client_0043,client,10,
client_0044,client,7,
client_0045,client,7,
client_0046,client,8,
client_0047,client,9,
client_0048,client,4,
client_0049,client,1,
client_0050,client,9,
client_0051,client,7,
client_0052,client,8,
client_0053,client,7,
client_0054,client,7,
client_0055,client,10,
client_0056,client,11,
client_0057,client,7,
client_0058,client,7,
client_0059,client,9,
client_0060,client,9,
client_0061,client,1,
client_0062,client,1,
client_0063,client,1,
client_0064,client,15,
client_0065,client,7,
client_0066,client,13,
client_0067,client,1,
client_0068,client,6,
client_0069,client,8,
client_0070,client,1,
client_0071,client,4,
client_0072,client,8,
client_0073,client,2,
client_0074,client,14,
client_0075,client,5,
client_0076,client,11,
client_0077,client,3,
client_0078,client,4,
client_0079,client,3,
client_0080,client,5,
client_0081,client,3,
client_0082,client,10,
client_0083,client,6,
client_0084,client,4,
client_0085,client,6,
client_0086,client,12,
client_0087,client,1,
client_0088,client,13,
client_0089,client,15,
client_0090,client,3,
client_0091,client,9,
client_0092,client,12,
client_0093,client,1,
client_0094,client,14,
client_0095,client,15,
client_0096,client,14,
client_0097,client,6,
client_0098,client,4,
client_0099,client,13,
client_0100,client,15,
client_0101,client,12,
client_0102,client,5,
client_0103,client,1,
client_0104,client,8,
client_0105,client,3,
client_0106,client,9,
client_0107,client,11,
client_0108,client,4,
client_0109,client,14,
client_0110,client,9,
client_0111,client,9,
client_0112,client,15,
client_0113,client,12,
client_0114,client,15,
client_0115,client,11,
client_0116,client,14,
client_0117,client,9,
client_0118,client,4,
client_0119,client,2,
client_0120,client,12,
client_0121,client,3,
client_0122,client,6,
client_0123,client,7,
client_0124,client,10,
client_0125,client,11,
client_0126,client,3,
client_0127,client,1,
client_0128,client,1,
client_0129,client,13,
client_0130,client,5,
client_0131,client,3,
client_0132,client,7,
client_0133,client,15,
client_0134,client,13,
client_0135,client,14,
client_0136,client,1,
client_0137,client,6,
client_0138,client,7,
client_0139,client,3,
client_0140,client,2,
client_0141,client,9,
client_0142,client,5,
client_0143,client,15,
client_0144,client,5,
client_0145,client,5,
client_0146,client,14,
client_0147,client,14,
client_0148,client,12,
client_0149,client,6,
client_0150,client,14,
client_0151,client,4,
client_0152,client,10,
client_0153,client,2,
client_0154,client,2,
client_0155,client,2,
client_0156,client,3,
client_0157,client,15,
client_0158,client,12,
client_0159,client,13,
client_0160,client,10,
client_0161,client,13,
client_0162,client,2,
client_0163,client,6,
client_0164,client,14,
client_0165,client,6,
client_0166,client,5,
client_0167,client,1,
client_0168,client,15,
client_0169,client,3,
client_0170,client,5,
client_0171,client,6,
client_0172,client,4,
client_0173,client,12,
client_0174,client,14,
client_0175,client,7,
client_0176,client,3,
client_0177,client,6,
client_0178,client,6,
client_0179,client,5,
client_0180,client,15,
client_0181,client,9,
client_0182,client,14,
client_0183,client,3,
client_0184,client,13,
client_0185,client,8,
client_0186,client,13,
client_0187,client,3,
client_0188,client,3,
client_0189,client,2,
client_0190,client,1,
client_0191,client,15,
client_0192,client,8,
client_0193,client,13,
client_0194,client,10,
client_0195,client,3,
client_0196,client,1,
client_0197,client,6,
client_0198,client,3,
client_0199,client,1,
client_0200,client,3,
client_0201,client,5,
client_0202,client,5,
client_0203,client,8,
client_0204,client,7,
client_0205,client,4,
client_0206,client,1,
client_0207,client,6,
client_0208,client,1,
client_0209,client,1,
client_0210,client,2,
client_0211,client,2,
client_0212,client,3,
client_0213,client,8,
client_0214,client,3,
client_0215,client,1,
client_0216,client,7,
client_0217,client,5,
client_0218,client,10,
client_0219,client,15,
client_0220,client,9,
client_0221,client,10,
client_0222,client,15,
client_0223,client,1,
client_0224,client,8,
client_0225,client,15,
client_0226,client,6,
client_0227,client,7,
client_0228,client,9,
client_0229,client,11,
client_0230,client,12,
client_0231,client,12,
client_0232,client,8,
client_0233,client,6,
client_0234,client,2,
client_0235,client,15,
client_0236,client,10,
client_0237,client,15,
client_0238,client,6,
client_0239,client,12,
client_0240,client,1,
client_0241,client,6,
client_0242,client,5,
client_0243,client,1,
client_0244,client,1,
client_0245,client,4,
client_0246,client,8,
client_0247,client,15,
client_0248,client,2,
client_0249,client,9,
client_0250,client,1,
client_0251,client,14,
client_0252,client,11,
client_0253,client,3,
client_0254,client,9,
client_0255,client,13,
client_0256,client,10,
client_0257,client,14,
client_0258,client,7,
client_0259,client,2,
client_0260,client,10,
client_0261,client,2,
client_0262,client,11,
client_0263,client,9,
client_0264,client,12,
client_0265,client,14,
client_0266,client,9,
client_0267,client,13,
client_0268,client,8,
client_0269,client,9,
client_0270,client,6,
client_0271,client,14,
client_0272,client,10,
client_0273,client,2,
client_0274,client,4,
client_0275,client,10,
client_0276,client,6,
client_0277,client,11,
client_0278,client,12,
client_0279,client,5,
client_0280,client,3,
client_0281,client,15,
client_0282,client,15,
client_0283,client,8,
client_0284,client,8,
client_0285,client,10,
client_0286,client,10,
client_0287,client,14,
client_0288,client,12,
client_0289,client,6,
client_0290,client,5,
client_0291,client,15,
client_0292,client,7,
client_0293,client,8,
client_0294,client,8,
client_0295,client,4,
client_0296,client,11,
client_0297,client,4,
client_0298,client,6,
client_0299,client,8,
client_0300,client,6,
client_0301,client,10,
client_0302,client,15,
client_0303,client,7,
client_0304,client,6,
client_0305,client,3,
client_0306,client,14,
client_0307,client,14,
client_0308,client,13,
client_0309,client,8,
client_0310,client,7,
client_0311,client,11,
client_0312,client,14,
client_0313,client,7,
client_0314,client,3,
client_0315,client,14,
client_0316,client,3,
client_0317,client,8,
client_0318,client,12,
client_0319,client,7,
client_0320,client,1,
client_0321,client,2,
client_0322,client,15,
client_0323,client,14,
client_0324,client,7,
client_0325,client,2,
client_0326,client,13,
client_0327,client,7,
client_0328,client,5,
client_0329,client,14,
client_0330,client,7,
client_0331,client,10,
client_0332,client,10,
client_0333,client,3,
client_0334,client,7,
client_0335,client,1,
client_0336,client,4,
client_0337,client,5,
client_0338,client,1,
client_0339,client,7,
client_0340,client,3,
client_0341,client,10,
client_0342,client,9,
client_0343,client,6,
client_0344,client,10,
client_0345,client,10,
client_0346,client,15,
client_0347,client,4,
client_0348,client,13,
client_0349,client,1,
client_0350,client,13,
client_0351,client,6,
client_0352,client,15,
client_0353,client,14,
client_0354,client,14,
client_0355,client,6,
client_0356,client,6,
client_0357,client,8,
client_0358,client,3,
client_0359,client,1,
client_0360,client,2,
client_0361,client,6,
client_0362,client,13,
client_0363,client,4,
client_0364,client,11,
client_0365,client,2,
client_0366,client,10,
client_0367,client,14,
client_0368,client,1,
client_0369,client,12,
client_0370,client,11,
client_0371,client,6,
client_0372,client,10,
client_0373,client,14,
client_0374,client,9,
client_0375,client,8,
client_0376,client,10,
client_0377,client,1,
client_0378,client,9,
client_0379,client,6,
client_0380,client,8,
client_0381,client,2,
client_0382,client,3,
client_0383,client,9,
client_0384,client,14,
client_0385,client,2,
client_0386,client,15,
client_0387,client,7,
client_0388,client,2,
client_0389,client,12,
client_0390,client,14,
client_0391,client,2,
client_0392,client,4,
client_0393,client,5,
client_0394,client,7,
client_0395,client,6,
client_0396,client,3,
client_0397,client,4,
client_0398,client,15,
client_0399,client,7,
client_0400,client,4,
client_0401,client,4,
client_0402,client,7,
client_0403,client,5,
client_0404,client,8,
client_0405,client,3,
client_0406,client,10,
client_0407,client,15,
client_0408,client,9,
client_0409,client,10,
client_0410,client,3,
client_0411,client,4,
client_0412,client,10,
client_0413,client,3,
client_0414,client,6,
client_0415,client,2,
client_0416,client,3,
client_0417,client,14,
client_0418,client,9,
client_0419,client,13,
client_0420,client,5,
client_0421,client,12,
client_0422,client,15,
client_0423,client,2,
client_0424,client,6,
client_0425,client,6,
client_0426,client,1,
client_0427,client,14,
client_0428,client,9,
client_0429,client,4,
client_0430,client,6,
client_0431,client,13,
client_0432,client,6,
client_0433,client,7,
client_0434,client,15,
client_0435,client,13,
client_0436,client,13,
client_0437,client,2,
client_0438,client,12,
client_0439,client,12,
client_0440,client,1,
client_0441,client,10,
client_0442,client,10,
client_0443,client,4,
client_0444,client,13,
client_0445,client,12,
client_0446,client,15,
client_0447,client,2,
client_0448,client,1,
client_0449,client,7,
client_0450,client,1,
client_0451,client,6,
client_0452,client,9,
client_0453,client,9,
client_0454,client,14,
client_0455,client,5,
client_0456,client,3,
client_0457,client,15,
client_0458,client,12,
client_0459,client,11,
client_0460,client,3,
client_0461,client,15,
client_0462,client,14,
client_0463,client,2,
client_0464,client,15,
client_0465,client,14,
client_0466,client,2,
client_0467,client,3,
client_0468,client,4,
client_0469,client,13,
client_0470,client,12,
client_0471,client,4,
client_0472,client,3,
client_0473,client,13,
client_0474,client,11,
client_0475,client,11,
client_0476,client,9,
client_0477,client,12,
client_0478,client,14,
client_0479,client,11,
client_0480,client,13,
client_0481,client,14,
client_0482,client,14,
client_0483,client,9,
client_0484,client,3,
client_0485,client,10,
client_0486,client,6,
client_0487,client,5,
client_0488,client,2,
client_0489,client,5,
client_0490,client,15,
client_0491,client,15,
client_0492,client,3,
client_0493,client,6,
client_0494,client,14,
client_0495,client,12,
client_0496,client,1,
client_0497,client,9,
client_0498,client,10,
client_0499,client,14,
client_0500,client,8,
client_0501,client,8,
client_0502,client,3,
client_0503,client,3,
client_0504,client,15,
client_0505,client,5,
client_0506,client,3,
client_0507,client,15,
client_0508,client,9,
client_0509,client,15,
client_0510,client,10,
client_0511,client,3,
client_0512,client,5,
client_0513,client,9,
client_0514,client,10,
client_0515,client,12,
client_0516,client,3,
client_0517,client,10,
client_0518,client,13,
client_0519,client,11,
client_0520,client,6,
client_0521,client,11,
client_0522,client,15,
client_0523,client,14,
client_0524,client,7,
client_0525,client,4,
client_0526,client,4,
client_0527,client,6,
client_0528,client,11,
client_0529,client,9,
client_0530,client,1,
client_0531,client,3,
client_0532,client,14,
client_0533,client,12,
client_0534,client,14,
client_0535,client,3,
client_0536,client,12,
client_0537,client,12,
client_0538,client,1,
client_0539,client,2,
client_0540,client,12,
client_0541,client,13,
client_0542,client,13,
client_0543,client,14,
client_0544,client,2,
client_0545,client,7,
client_0546,client,4,
client_0547,client,12,
client_0548,client,7,
client_0549,client,15,
client_0550,client,12,
client_0551,client,6,
client_0552,client,2,
client_0553,client,6,
client_0554,client,14,
client_0555,client,14,
client_0556,client,7,
client_0557,client,8,
client_0558,client,11,
client_0559,client,3,
client_0560,client,1,
client_0561,client,9,
client_0562,client,9,
client_0563,client,1,
client_0564,client,12,
client_0565,client,15,
client_0566,client,1,
client_0567,client,1,
client_0568,client,8,
client_0569,client,14,
client_0570,client,10,
client_0571,client,7,
client_0572,client,5,
client_0573,client,4,
client_0574,client,15,
client_0575,client,4,
client_0576,client,10,
client_0577,client,5,
client_0578,client,6,
client_0579,client,8,
client_0580,client,13,
client_0581,client,3,
client_0582,client,13,
client_0583,client,14,
client_0584,client,1,
client_0585,client,1,
client_0586,client,2,
client_0587,client,7,
client_0588,client,13,
client_0589,client,3,
client_0590,client,11,
client_0591,client,9,
client_0592,client,7,
client_0593,client,5,
client_0594,client,1,
client_0595,client,11,
client_0596,client,8,
client_0597,client,4,
client_0598,client,7,
client_0599,client,7,
client_0600,client,6,
client_0601,client,1,
client_0602,client,8,
client_0603,client,3,
client_0604,client,10,
client_0605,client,4,
client_0606,client,2,
client_0607,client,10,
client_0608,client,15,
client_0609,client,6,
client_0610,client,3,
client_0611,client,2,
client_0612,client,8,
client_0613,client,2,
client_0614,client,7,
client_0615,client,10,
client_0616,client,5,
client_0617,client,8,
client_0618,client,3,
client_0619,client,4,
client_0620,client,1,
client_0621,client,13,
client_0622,client,9,
client_0623,client,4,
client_0624,client,15,
client_0625,client,2,
client_0626,client,11,
client_0627,client,14,
client_0628,client,11,
client_0629,client,7,
client_0630,client,6,
client_0631,client,1,
client_0632,client,15,
client_0633,client,6,
client_0634,client,15,
client_0635,client,10,
client_0636,client,13,
client_0637,client,13,
client_0638,client,6,
client_0639,client,4,
client_0640,client,3,
client_0641,client,11,
client_0642,client,4,
client_0643,client,14,
client_0644,client,7,
client_0645,client,11,
client_0646,client,13,
client_0647,client,12,
client_0648,client,4,
client_0649,client,9,
client_0650,client,12,
client_0651,client,15,
client_0652,client,2,
client_0653,client,15,
client_0654,client,15,
client_0655,client,6,
client_0656,client,9,
client_0657,client,1,
client_0658,client,10,
client_0659,client,15,
client_0660,client,13,
client_0661,client,1,
client_0662,client,1,
client_0663,client,14,
client_0664,client,1,
client_0665,client,14,
client_0666,client,7,
client_0667,client,9,
client_0668,client,10,
client_0669,client,15,
client_0670,client,6,
client_0671,client,5,
client_0672,client,15,
client_0673,client,11,
client_0674,client,6,
client_0675,client,14,
client_0676,client,7,
client_0677,client,5,
client_0678,client,4,
client_0679,client,13,
client_0680,client,13,
client_0681,client,15,
client_0682,client,13,
client_0683,client,4,
client_0684,client,14,
client_0685,client,10,
client_0686,client,9,
client_0687,client,9,
client_0688,client,4,
client_0689,client,5,
client_0690,client,13,
client_0691,client,10,
client_0692,client,4,
client_0693,client,3,
client_0694,client,4,
client_0695,client,15,
client_0696,client,2,
client_0697,client,5,
client_0698,client,4,
client_0699,client,8,
client_0700,client,4,
client_0701,client,1,
client_0702,client,8,
client_0703,client,13,
client_0704,client,4,
client_0705,client,14,
client_0706,client,3,
client_0707,client,9,
client_0708,client,14,
client_0709,client,4,
client_0710,client,12,
client_0711,client,11,
client_0712,client,4,
client_0713,client,15,
client_0714,client,14,
client_0715,client,7,
client_0716,client,8,
client_0717,client,5,
client_0718,client,9,
client_0719,client,6,
client_0720,client,12,
client_0721,client,1,
client_0722,client,9,
client_0723,client,12,
client_0724,client,10,
client_0725,client,13,
client_0726,client,8,
client_0727,client,14,
client_0728,client,2,
client_0729,client,8,
client_0730,client,11,
client_0731,client,4,
client_0732,client,1,
client_0733,client,1,
client_0734,client,6,
client_0735,client,5,
client_0736,client,10,
client_0737,client,14,
client_0738,client,4,
client_0739,client,5,
client_0740,client,2,
client_0741,client,9,
client_0742,client,2,
client_0743,client,3,
client_0744,client,4,
client_0745,client,1,
client_0746,client,4,
client_0747,client,15,
client_0748,client,6,
client_0749,client,14,
client_0750,client,1,
client_0751,client,13,
client_0752,client,7,
client_0753,client,8,
client_0754,client,12,
client_0755,client,7,
client_0756,client,6,
client_0757,client,11,
client_0758,client,1,
client_0759,client,14,
client_0760,client,12,
client_0761,client,14,
client_0762,client,14,
client_0763,client,14,
client_0764,client,13,
client_0765,client,3,
client_0766,client,13,
client_0767,client,9,
client_0768,client,5,
client_0769,client,8,
client_0770,client,6,
client_0771,client,15,
client_0772,client,11,
client_0773,client,9,
client_0774,client,4,
client_0775,client,5,
client_0776,client,8,
client_0777,client,1,
client_0778,client,10,
client_0779,client,11,
client_0780,client,1,
client_0781,client,8,
client_0782,client,4,
client_0783,client,3,
client_0784,client,5,
client_0785,client,11,
client_0786,client,15,
client_0787,client,11,
client_0788,client,2,
client_0789,client,4,
client_0790,client,2,
client_0791,client,9,
client_0792,client,5,
client_0793,client,1,
client_0794,client,15,
client_0795,client,1,
client_0796,client,15,
client_0797,client,14,
client_0798,client,12,
client_0799,client,1,
client_0800,client,3,
client_0801,client,3,
client_0802,client,6,
client_0803,client,10,
client_0804,client,1,
client_0805,client,2,
client_0806,client,7,
client_0807,client,11,
client_0808,client,2,
client_0809,client,10,
client_0810,client,2,
client_0811,client,9,
client_0812,client,3,
client_0813,client,1,
client_0814,client,6,
client_0815,client,3,
client_0816,client,4,
client_0817,client,3,
client_0818,client,12,
client_0819,client,12,
client_0820,client,4,
client_0821,client,11,
client_0822,client,7,
client_0823,client,7,
client_0824,client,4,
client_0825,client,5,
client_0826,client,3,
client_0827,client,4,
client_0828,client,12,
client_0829,client,5,
client_0830,client,8,
client_0831,client,9,
client_0832,client,2,
client_0833,client,1,
client_0834,client,11,
client_0835,client,7,
client_0836,client,1,
client_0837,client,2,
client_0838,client,3,
client_0839,client,12,
client_0840,client,5,
client_0841,client,12,
client_0842,client,4,
client_0843,client,9,
client_0844,client,7,
client_0845,client,12,
client_0846,client,5,
client_0847,client,3,
client_0848,client,7,
client_0849,client,5,
client_0850,client,4,
client_0851,client,15,
client_0852,client,12,
client_0853,client,7,
client_0854,client,2,
client_0855,client,13,
client_0856,client,12,
client_0857,client,5,
client_0858,client,12,
client_0859,client,5,
client_0860,client,6,
client_0861,client,6,
client_0862,client,12,
client_0863,client,4,
client_0864,client,12,
client_0865,client,10,
client_0866,client,11,
client_0867,client,14,
client_0868,client,3,
client_0869,client,9,
client_0870,client,8,
client_0871,client,7,
client_0872,client,8,
client_0873,client,7,
client_0874,client,4,
client_0875,client,5,
client_0876,client,11,
client_0877,client,5,
client_0878,client,15,
client_0879,client,5,
client_0880,client,9,
client_0881,client,10,
client_0882,client,10,
client_0883,client,7,
client_0884,client,10,
client_0885,client,7,
client_0886,client,14,
client_0887,client,1,
client_0888,client,10,
client_0889,client,8,
client_0890,client,6,
client_0891,client,11,
client_0892,client,11,
client_0893,client,2,
client_0894,client,13,
client_0895,client,1,
client_0896,client,11,
client_0897,client,3,
client_0898,client,3,
client_0899,client,7,
client_0900,client,11,
client_0901,client,14,
client_0902,client,8,
client_0903,client,9,
client_0904,client,13,
client_0905,client,5,
client_0906,client,8,
client_0907,client,8,
client_0908,client,5,
client_0909,client,15,
client_0910,client,8,
client_0911,client,10,
client_0912,client,2,
client_0913,client,6,
client_0914,client,13,
client_0915,client,12,
client_0916,client,9,
client_0917,client,1,
client_0918,client,13,
client_0919,client,3,
client_0920,client,13,
client_0921,client,2,
client_0922,client,8,
client_0923,client,12,
client_0924,client,14,
client_0925,client,10,
client_0926,client,8,
client_0927,client,13,
client_0928,client,14,
client_0929,client,8,
client_0930,client,8,
client_0931,client,11,
client_0932,client,5,
client_0933,client,11,
client_0934,client,12,
client_0935,client,12,
client_0936,client,7,
client_0937,client,2,
client_0938,client,9,
client_0939,client,10,
client_0940,client,10,
client_0941,client,5,
client_0942,client,7,
client_0943,client,2,
client_0944,client,13,
client_0945,client,2,
client_0946,client,2,
client_0947,client,3,
client_0948,client,9,
client_0949,client,2,
client_0950,client,3,
client_0951,client,14,
client_0952,client,15,
client_0953,client,12,
client_0954,client,12,
client_0955,client,13,
client_0956,client,5,
client_0957,client,15,
client_0958,client,12,
client_0959,client,14,
client_0960,client,5,
client_0961,client,14,
client_0962,client,9,
client_0963,client,15,
client_0964,client,4,
client_0965,client,8,
client_0966,client,13,
client_0967,client,10,
client_0968,client,6,
client_0969,client,7,
client_0970,client,5,
client_0971,client,5,
client_0972,client,7,
client_0973,client,1,
client_0974,client,13,
client_0975,client,11,
client_0976,client,15,
client_0977,client,9,
client_0978,client,11,
client_0979,client,9,
client_0980,client,14,
client_0981,client,9,
client_0982,client,12,
client_0983,client,7,
client_0984,client,12,
client_0985,client,7,
client_0986,client,5,
client_0987,client,11,
client_0988,client,4,
client_0989,client,12,
client_0990,client,10,
client_0991,client,14,
client_0992,client,4,
client_0993,client,3,
client_0994,client,10,
client_0995,client,3,
client_0996,client,5,
client_0997,client,2,
client_0998,client,2,
client_0999,client,9,
client_1000,client,2,
client_1001,client,38,
client_1002,client,18,
client_1003,client,41,
client_1004,client,31,
client_1005,client,54,
client_1006,client,53,
client_1007,client,54,
client_1008,client,24,
client_1009,client,58,
client_1010,client,31,
client_1011,client,15,
client_1012,client,16,
client_1013,client,6,
client_1014,client,44,
client_1015,client,14,
client_1016,client,34,
client_1017,client,4,
client_1018,client,4,
client_1019,client,24,
client_1020,client,4,
client_1021,client,23,
client_1022,client,25,
client_1023,client,25,
client_1024,client,34,
client_1025,client,5,
client_1026,client,41,
client_1027,client,6,
client_1028,client,22,
client_1029,client,12,
client_1030,client,7,
client_1031,client,15,
client_1032,client,39,
client_1033,client,10,
client_1034,client,23,
client_1035,client,2,
client_1036,client,49,
client_1037,client,10,
client_1038,client,36,
client_1039,client,20,
client_1040,client,54,
client_1041,client,47,
client_1042,client,4,
client_1043,client,47,
client_1044,client,50,
client_1045,client,12,
client_1046,client,48,
client_1047,client,12,
client_1048,client,52,
client_1049,client,2,
client_1050,client,42,
client_1051,client,1,
client_1052,client,14,
client_1053,client,28,
client_1054,client,41,
client_1055,client,26,
client_1056,client,19,
client_1057,client,18,
client_1058,client,56,
client_1059,client,58,
client_1060,client,44,
client_1061,client,36,
client_1062,client,12,
client_1063,client,12,
client_1064,client,45,
client_1065,client,25,
client_1066,client,13,
client_1067,client,1,
client_1068,client,39,
client_1069,client,57,
client_1070,client,1,
client_1071,client,26,
client_1072,client,45,
client_1073,client,6,
client_1074,client,42,
client_1075,client,52,
client_1076,client,1,
client_1077,client,5,
client_1078,client,15,
client_1079,client,6,
client_1080,client,44,
client_1081,client,27,
client_1082,client,24,
client_1083,client,14,
client_1084,client,28,
client_1085,client,35,
client_1086,client,13,
client_1087,client,42,
client_1088,client,5,
client_1089,client,41,
client_1090,client,50,
client_1091,client,19,
client_1092,client,56,
client_1093,client,2,
client_1094,client,7,
client_1095,client,32,
client_1096,client,49,
client_1097,client,32,
client_1098,client,15,
client_1099,client,19,
client_1100,client,25,
client_1101,client,22,
client_1102,client,34,
client_1103,client,42,
client_1104,client,5,
client_1105,client,42,
client_1106,client,6,
client_1107,client,20,
client_1108,client,2,
client_1109,client,57,
client_1110,client,43,
client_1111,client,30,
client_1112,client,55,
client_1113,client,32,
client_1114,client,48,
client_1115,client,9,
client_1116,client,30,
client_1117,client,36,
client_1118,client,7,
client_1119,client,38,
client_1120,client,15,
client_1121,client,34,
client_1122,client,5,
client_1123,client,4,
client_1124,client,57,
client_1125,client,44,
client_1126,client,60,
client_1127,client,34,
client_1128,client,26,
client_1129,client,54,
client_1130,client,49,
client_1131,client,43,
client_1132,client,4,
client_1133,client,29,
client_1134,client,53,
client_1135,client,14,
client_1136,client,44,
client_1137,client,49,
client_1138,client,45,
client_1139,client,29,
client_1140,client,40,
client_1141,client,18,
client_1142,client,22,
client_1143,client,9,
client_1144,client,31,
client_1145,client,36,
client_1146,client,12,
client_1147,client,2,
client_1148,client,4,
client_1149,client,6,
client_1150,client,20,
client_1151,client,41,
client_1152,client,14,
client_1153,client,13,
client_1154,client,23,
client_1155,client,28,
client_1156,client,30,
client_1157,client,16,
client_1158,client,34,
client_1159,client,20,
client_1160,client,55,
client_1161,client,22,
client_1162,client,52,
client_1163,client,12,
client_1164,client,20,
client_1165,client,26,
client_1166,client,45,
client_1167,client,12,
client_1168,client,22,
client_1169,client,29,
client_1170,client,37,
client_1171,client,51,
client_1172,client,34,
client_1173,client,21,
client_1174,client,40,
client_1175,client,33,
client_1176,client,21,
client_1177,client,28,
client_1178,client,10,
client_1179,client,30,
client_1180,client,29,
client_1181,client,26,
client_1182,client,36,
client_1183,client,58,
client_1184,client,34,
client_1185,client,43,
client_1186,client,34,
client_1187,client,20,
client_1188,client,45,
client_1189,client,23,
client_1190,client,53,
client_1191,client,4,
client_1192,client,59,
client_1193,client,42,
client_1194,client,47,
client_1195,client,48,
client_1196,client,46,
client_1197,client,44,
client_1198,client,18,
client_1199,client,50,
client_1200,client,46,
client_1201,client,27,
client_1202,client,8,
client_1203,client,17,
client_1204,client,52,
client_1205,client,39,
client_1206,client,54,
client_1207,client,34,
client_1208,client,19,
client_1209,client,35,
client_1210,client,56,
client_1211,client,16,
client_1212,client,32,
client_1213,client,55,
client_1214,client,5,
client_1215,client,27,
client_1216,client,4,
client_1217,client,51,
client_1218,client,25,
client_1219,client,49,
client_1220,client,24,
client_1221,client,57,
client_1222,client,24,
client_1223,client,10,
client_1224,client,54,
client_1225,client,18,
client_1226,client,44,
client_1227,client,46,
client_1228,client,23,
client_1229,client,44,
client_1230,client,50,
client_1231,client,12,
client_1232,client,52,
client_1233,client,52,
client_1234,client,59,
client_1235,client,39,
client_1236,client,25,
client_1237,client,48,
client_1238,client,17,
client_1239,client,60,
client_1240,client,36,
client_1241,client,22,
client_1242,client,45,
client_1243,client,53,
client_1244,client,21,
client_1245,client,8,
client_1246,client,16,
client_1247,client,33,
client_1248,client,14,
client_1249,client,33,
client_1250,client,5,
client_1251,client,41,
client_1252,client,9,
client_1253,client,39,
client_1254,client,44,
client_1255,client,43,
client_1256,client,48,
client_1257,client,57,
client_1258,client,46,
client_1259,client,29,
client_1260,client,4,
client_1261,client,7,
client_1262,client,59,
client_1263,client,11,
client_1264,client,51,
client_1265,client,58,
client_1266,client,49,
client_1267,client,31,
client_1268,client,13,
client_1269,client,27,
client_1270,client,21,
client_1271,client,18,
client_1272,client,11,
client_1273,client,21,
client_1274,client,21,
client_1275,client,32,
client_1276,client,36,
client_1277,client,3,
client_1278,client,38,
client_1279,client,54,
client_1280,client,27,
client_1281,client,8,
client_1282,client,15,
client_1283,client,7,
client_1284,client,38,
client_1285,client,21,
client_1286,client,15,
client_1287,client,3,
client_1288,client,21,
client_1289,client,55,
client_1290,client,5,
client_1291,client,43,
client_1292,client,39,
client_1293,client,3,
client_1294,client,53,
client_1295,client,41,
client_1296,client,15,
client_1297,client,11,
client_1298,client,20,
client_1299,client,46,
client_1300,client,26,
client_1301,client,36,
client_1302,client,20,
client_1303,client,48,
client_1304,client,42,
client_1305,client,31,
client_1306,client,34,
client_1307,client,1,
client_1308,client,15,
client_1309,client,5,
client_1310,client,48,
client_1311,client,18,
client_1312,client,52,
client_1313,client,28,
client_1314,client,18,
client_1315,client,5,
client_1316,client,41,
client_1317,client,26,
client_1318,client,13,
client_1319,client,59,
client_1320,client,59,
client_1321,client,8,
client_1322,client,28,
client_1323,client,20,
client_1324,client,50,
client_1325,client,48,
client_1326,client,30,
client_1327,client,43,
client_1328,client,39,
client_1329,client,27,
client_1330,client,41,
client_1331,client,30,
client_1332,client,24,
client_1333,client,20,
client_1334,client,34,
client_1335,client,39,
client_1336,client,48,
client_1337,client,1,
client_1338,client,51,
client_1339,client,45,
client_1340,client,59,
